_id,RSS,Region,Nom_etablissement,Nom_installation,No_permis_installation,Nombre_de_civieres_fonctionnelles,Nombre_de_civieres_occupees,Nombre_de_patients_sur_civiere_plus_de_24_heures,Nombre_de_patients_sur_civiere_plus_de_48_heures,Nombre_total_de_patients_presents_a_lurgence,Nombre_total_de_patients_en_attente_de_PEC,DMS_sur_civiere,DMS_ambulatoire,DMS_sur_civiere_horaire,DMS_ambulatoire_horaire,Heure_de_l'extraction_(image),Mise_a_jour
1,01,Bas-Saint-Laurent,Total régional,Total régional,,52,38,4,1,56,13,11.7862105263157,3.87845132743362,11:47,3:52,03:00:00,2026-01-23T3:45
2,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,CENTRE HOSPITALIER RÉGIONAL DU GRAND-PORTAGE,51218352,9,8,0,0,11,3,9.08,3.01,9:04,3:00,03:00:00,2026-01-23T3:45
3,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL DE MATANE,51218980,7,3,0,0,4,0,8.45,3.93,8:27,3:55,03:00:00,2026-01-23T3:45
4,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,CLSC DE POHÉNÉGAMOOK,51219418,3,1,1,0,1,0,1.83,1.24,1:49,1:14,03:00:00,2026-01-23T3:45
5,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL NOTRE-DAME-DE-FATIMA,51221141,7,4,0,0,4,0,8.02,1.76,8:01,1:45,03:00:00,2026-01-23T3:45
6,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL DE NOTRE-DAME-DU-LAC,51221877,5,2,0,0,3,1,9.49,2.77,9:29,2:46,03:00:00,2026-01-23T3:45
7,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL D'AMQUI,51226892,6,6,2,1,8,0,12.82,3.27,12:49,3:16,03:00:00,2026-01-23T3:45
8,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL RÉGIONAL DE RIMOUSKI,51227882,12,13,1,0,24,9,14.39,7.33,14:23,7:19,03:00:00,2026-01-23T3:45
9,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE TROIS-PISTOLES,51236156,3,1,0,0,1,0,14.95,3.36,14:57,3:21,03:00:00,2026-01-23T3:45
10,02,Saguenay-Lac-Saint-Jean,Total régional,Total régional,,104,69,9,1,94,20,10.8734558823529,3.42641095890411,10:52,3:25,03:00:00,2026-01-23T3:45
11,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL DE CHICOUTIMI,51218394,41,28,6,0,38,3,15.17,3.9,15:10,3:54,03:00:00,2026-01-23T3:45
12,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL DE DOLBEAU-MISTASSINI,51219384,10,8,3,1,11,0,14.39,2.61,14:23,2:36,03:00:00,2026-01-23T3:45
13,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL D'ALMA,51219400,17,4,0,0,4,0,8.48,2.87,8:28,2:52,03:00:00,2026-01-23T3:45
